MMSI,BaseDateTime,LAT,LON,SOG,COG,Heading,VesselName,IMO,CallSign,VesselType,Status,Length,Width,Draft,Cargo
367683890,2017-12-12T00:00:03,53.85770,-166.55678,0.0,334.8,511.0,ALASKAN DEFENDER,IMO8127517,WDI2995,1001,7,51.84,10.37,3.8,30
367581120,2017-12-12T00:00:01,29.77748,-95.10198,0.0,282.9,511.0,STARDUST,,WDG8792,1025,0,22.86,,,
367110440,2017-12-12T00:00:03,29.64756,-93.70098,10.8,61.3,511.0,LEADER,,WDH8342,1010,0,32.58,7.9,,
367659970,2017-12-12T00:00:02,40.67256,-74.01711,0.0,360.0,511.0,SAM HOLMES,,WDH8629,1012,0,20.45,8.1,,
311000342,2017-12-12T00:00:04,29.83851,-87.79063,12.5,144.9,147.0,AFRICAN RAPTOR,IMO9727405,C6BR4,1004,0,199.98,32.24,,
367508330,2017-12-12T00:00:03,29.98419,-90.40442,0.1,276.9,141.0,CHOPS,,WDF9738,1025,0,28.71,9.8,,
367049470,2017-12-12T00:00:04,33.72140,-118.27129,0.1,317.9,511.0,STEPHEN M WHITE,,WCU6542,1005,15,15.76,4.7,,
366709780,2017-12-12T00:00:02,47.81340,-122.38577,0.1,133.9,106.0,WSF SPOKANE,IMO7214325,WYX2004,1012,15,134.12,26.52,,
367639270,2017-12-12T00:00:04,29.61627,-90.98658,4.0,309.3,511.0,DENNIS FROMENTHAL,,WDH6560,1025,12,23.77,,,
367137180,2017-12-12T00:00:04,32.76799,-79.91847,0.2,270.7,340.0,ALLIE B,IMO7626279,WDD3857,1025,0,35.36,9.76,,
367589320,2017-12-12T00:00:03,29.24122,-94.00002,6.2,278.2,511.0,BRAZOS,IMO9695303,WDG9589,1010,0,44.2,30.48,,
366943510,2017-12-12T00:00:05,36.76223,-76.29747,0.1,296.7,511.0,ROBERT B,IMO8521359,WAI6569,1025,5,30.48,9.15,,
338208466,2017-12-12T00:00:05,38.53854,-90.25602,0.0,76.6,511.0,JOHN F WALKER,,WCZ5857,1025,15,20.24,,,
338073000,2017-12-12T00:00:03,40.66087,-74.14738,0.0,157.4,295.0,JRT MORAN,IMO9794707,WDI3936,1025,0,27.01,,,
367193780,2017-12-12T00:00:05,29.94995,-90.38537,0.0,235.7,34.0,POINT ISABEL,,WDD7993,1025,0,21.95,9.1,,31
367759080,2017-12-12T00:00:06,29.76539,-95.08788,0.0,249.0,314.0,AMERICAN POWER,,WDJ2513,1025,12,,,,
367761650,2017-12-12T00:00:04,29.73526,-95.13256,4.3,108.0,511.0,CORPORAL,,WDJ2780,,0,,,,
367186610,2017-12-12T00:00:06,61.22489,-149.90931,0.0,240.6,128.0,STELLAR WIND,IMO9096911,WBS2983,1025,0,23.99,9.1,,
367473510,2017-12-12T00:00:06,36.63184,-76.05300,4.7,197.1,511.0,ISLAND EXPRESS,,WDF6367,1025,0,16.95,6.1,,31
367638090,2017-12-12T00:00:06,30.04154,-90.47171,0.0,42.0,335.0,BRUCE L HAHN,,WDH6451,1025,0,48.01,13.7,,
338225013,2017-12-12T00:00:05,47.63151,-122.32980,0.0,360.0,511.0,WHY KNOT,,,1019,,,,,
378112839,2017-12-12T00:00:07,32.65784,-117.11793,0.0,277.5,51.0,LACEY KAY,,ZJL9880,,0,,,,
367437840,2017-12-12T00:00:06,29.47010,-94.96165,0.0,251.4,511.0,NEDA J,,WDF3258,1025,15,21.64,7.9,,
636092020,2017-12-12T00:00:08,45.80300,-125.18585,5.2,182.6,176.0,CAP JACKSON,IMO9484560,A8VL6,1004,0,264.31,32.2,,
367458880,2017-12-12T00:00:08,42.61259,-70.65203,0.0,0.0,511.0,LADY JANE,IMO7944487,WDF5057,1001,0,19.76,6.71,,
367719540,2017-12-12T00:00:08,38.44353,-90.28301,0.0,311.4,511.0,SIOLA,,WDI6521,1025,15,15.39,,,
367425350,2017-12-12T00:00:08,29.55099,-94.90830,6.1,321.8,511.0,KYLIE M DUPRE,,WDF2142,1025,8,17.43,6.8,,
368883000,2017-12-12T00:00:09,36.63641,-75.07752,4.7,357.0,349.0,CG HAMILTON,,NMAG,1018,0,127.41,16.46,,
366972410,2017-12-12T00:00:09,29.77250,-95.10193,0.0,272.9,511.0,D W GILLIS,,WCP9623,1025,15,12.74,5.5,,
367402410,2017-12-12T00:00:09,37.08391,-88.59033,0.0,290.2,153.0,JANIS R BREWER,,WDE8175,1025,0,40.33,10.4,,31
369098000,2017-12-12T00:00:09,30.60108,-87.24738,0.0,0.0,344.0,HANNAH,IMO7932343,WDI7828,1025,15,23.17,8.08,,
367733320,2017-12-12T00:00:09,28.41593,-80.62349,0.0,264.0,2.0,FLORIDA,IMO9031179,WDI7898,1025,0,27.44,9.75,,
367057930,2017-12-12T00:00:10,29.97132,-93.85702,5.8,162.4,171.0,ANITA EVE SHARP,,WDC6563,1025,12,23.68,9.1,,
367450580,2017-12-12T00:00:11,46.16869,-123.91402,0.0,252.2,105.0,GRUMPY J,IMO7049433,WDF4332,1001,15,21.37,6.56,,
367414170,2017-12-12T00:00:13,27.76026,-82.63338,0.0,127.6,226.0,WEATHERBIRD II,IMO8952156,WDE9155,1020,5,35.05,8.53,2.4,33
316012308,2017-12-12T00:00:00,43.22739,-79.21665,6.1,357.0,358.0,SARAH DESGAGNES,IMO9352171,XJAB,1024,0,147.5,22.4,,
367404720,2017-12-12T00:00:01,27.76505,-82.42590,0.0,126.8,511.0,SEAQUEL,,WDE8372,1019,,11.7,3.7,,
367523070,2017-12-12T00:00:01,41.16599,-73.90329,23.7,310.5,511.0,WCPD M2,,WDG3155,,0,,,,
367736640,2017-12-12T00:00:01,29.83141,-93.95946,0.0,308.2,511.0,URSULA CENAC,,WDI8245,1025,10,,,,
366381650,2017-12-12T00:00:01,41.29468,-72.90417,0.0,119.1,511.0,OUTRAGEOUS,IMO8851302,WDE7310,1025,0,21.73,8.53,,52
367704010,2017-12-12T00:00:02,45.70443,-122.86788,0.1,10.1,511.0,TWO SMOOTH,,WDI4985,,,11.28,,,
338199061,2017-12-12T00:00:00,29.93831,-90.06074,0.2,357.4,511.0,EDWARD S NED REED,,,,15,,,,
367720970,2017-12-12T00:00:02,29.74272,-95.19631,0.0,297.3,254.0,LAWRENCE CAMPBELL,,WDI6665,1025,0,,,,
367660250,2017-12-12T00:00:02,29.90828,-90.12651,0.0,334.8,511.0,INDEPENDENCE,,WDH8658,1025,0,23.77,,,
366979050,2017-12-12T00:00:03,42.28042,-83.10155,8.5,22.1,22.0,JOETHOMPSON,IMO0949095,WAG3999,52,0,215,22,,
368784000,2017-12-12T00:00:02,30.38911,-81.54009,0.0,204.2,259.0,LIBERTY PEACE,IMO9777890,WLIU,1004,0,,,,
367003490,2017-12-12T00:00:03,30.47692,-91.19401,0.0,296.0,3.0,LYDIA,,WDF2364,1025,0,24.05,8.4,,
367672770,2017-12-12T00:00:03,38.22971,-85.84569,0.5,198.3,511.0,WAYNE MCBRIDE,,WDH9907,1025,12,17.13,,,
366993260,2017-12-12T00:00:05,29.81554,-91.54814,0.1,335.2,511.0,LUKE GUIDRY JR,,WDA2566,9,0,16,6,2.0,9
366963420,2017-12-12T00:00:05,38.30343,-90.37243,5.7,353.0,355.0,JAMES F NEAL,,WDB8736,1025,0,41.33,14.4,,
366919560,2017-12-12T00:00:07,55.30746,-131.62547,12.7,314.3,312.0,LITUYA,IMO9283148,WDB6180,1012,0,54.86,15.24,,
316001834,2017-12-12T00:00:04,46.03513,-83.86673,0.0,151.7,175.0,FRONTENAC,IMO6804848,VGNB,1004,0,222.44,22.97,,
367318540,2017-12-12T00:00:05,30.07403,-90.90708,0.0,239.0,322.0,COREY QUEBODEAUX,,WDD9957,1025,0,26.15,9.8,,
367532850,2017-12-12T00:00:05,30.03175,-90.61718,5.7,259.0,275.0,CAMILLE B BARRETT,IMO8836663,WDG4089,1025,12,59.44,16.46,,
368007120,2017-12-12T00:00:05,29.96329,-90.28517,6.9,242.8,511.0,CHRISTINE CENAC,,WDJ7480,1025,0,24.57,,,
367161940,2017-12-12T00:00:07,37.62368,-75.24892,7.2,35.7,36.0,KATHERINE,IMO7914585,WDD5676,1025,0,30.21,9.76,,
367530590,2017-12-12T00:00:08,29.96853,-93.85950,0.0,281.5,215.0,CAPT PAUL E LORD,,WDG3876,1025,0,20.33,,,
367658980,2017-12-12T00:00:09,42.37537,-71.04762,0.0,360.0,511.0,RENDEZVOUS,,WDH8534,1012,15,28.96,7.9,,
338156558,2017-12-12T00:00:09,34.21257,-77.95876,0.0,44.4,331.0,CAPTAIN GEORGE,,,1025,0,18.29,,,
366937050,2017-12-12T00:00:08,30.73152,-91.35777,0.9,324.3,511.0,KELLY LEE,,WDB7141,1025,0,42.06,11.6,,
338216331,2017-12-12T00:00:10,47.64419,-122.31475,0.0,142.5,511.0,SIERRA MOON,,,1019,,,,,
366990450,2017-12-12T00:00:00,47.26906,-122.82344,6.1,209.2,511.0,CHARLIE WELLS,,WAH4742,1012,0,19.81,10.7,,
367512630,2017-12-12T00:00:00,36.90850,-76.09217,4.8,187.6,194.0,NORFOLK,,WDG2147,,0,16.06,,,
367513170,2017-12-12T00:00:00,46.17750,-123.19917,1.3,42.3,511.0,LASSEN,IMO8652964,WDG2199,1025,0,20.12,7.4,,
367647050,2017-12-12T00:00:01,30.11540,-90.91890,0.0,283.4,511.0,USS CAIRO,,WDH7325,1025,0,20.73,,,
316001795,2017-12-12T00:00:01,41.89148,-82.94135,8.8,96.0,97.0,ALGOLAKE,IMO7423093,VCPX,1004,0,222.5,23.02,,
366989360,2017-12-12T00:00:00,38.09984,-122.26288,0.0,52.4,58.0,INTINTOLI,IMO9144653,WCX2709,1012,0,41.27,12,,
366750490,2017-12-12T00:00:02,28.94848,-95.32764,4.6,139.8,141.0,MISS ALINE,IMO9191096,WDH6048,1010,0,62.48,14.02,,
316027848,2017-12-12T00:00:01,49.30191,-123.08501,2.5,342.0,511.0,TYMAC TIDE,,,1025,15,10.72,,,
367006410,2017-12-12T00:00:02,29.57502,-90.59215,0.0,174.4,511.0,MARC MIYASAKI,,WDC3352,1025,15,33.86,9.1,,31
354745000,2017-12-12T00:00:02,28.14931,-79.40018,14.5,354.2,355.0,MSC TAMARA,IMO9351579,3EOC,1004,0,265.1,32.25,,
367300080,2017-12-12T00:00:02,29.60297,-89.86651,0.1,275.0,511.0,BIG RAY II,,WDD8587,1012,15,17.37,5.8,,
636014110,2017-12-12T00:00:00,28.59958,-92.14521,0.0,217.7,511.0,ENSCO 68,IMO8753627,A8RJ3,1007,15,79.6,69.35,,
367669380,2017-12-12T00:00:01,48.51300,-122.60821,0.0,360.0,511.0,LOOSE WIRE,,WDH9566,1019,,16.95,5.09,,
367541280,2017-12-12T00:00:01,38.84874,-90.10833,0.0,302.7,511.0,DENNY ANGEL,,WDG4902,1025,0,14.02,,,
367709830,2017-12-12T00:00:01,41.56893,-88.07734,0.0,360.0,511.0,MALLARD,,WDI5561,1025,0,25.3,,,
369970657,2017-12-12T00:00:01,35.07290,-90.11836,0.0,286.5,102.0,GEORGE C GRUGETT,,AENJ,,0,34.75,10.67,,
367385990,2017-12-12T00:00:01,26.09840,-80.16686,0.0,266.0,511.0,SOUTHERN PEARL,,WDE6875,1019,0,19.08,5.7,,37
338156658,2017-12-12T00:00:02,33.46004,-117.69749,0.0,315.4,511.0,LADY ANGELINA,,,1019,,19.69,,,
367005550,2017-12-12T00:00:02,30.07773,-93.27705,0.0,360.0,511.0,EARL GONSOULIN,,WDC3306,1025,15,21.34,8.5,,
367637760,2017-12-12T00:00:03,29.78152,-91.80439,4.8,120.4,118.0,CLARK TODD,,WDH6420,1025,0,24.66,,,
367516950,2017-12-12T00:00:03,18.88066,-67.31029,7.7,106.3,106.0,PATRICE MCALLISTER,IMO9215799,WDG2567,1025,0,33.5,10.4,,
338145944,2017-12-12T00:00:03,39.23147,-76.54609,2.9,133.9,149.0,BALTIMORE,,,1005,0,12.65,,,
366435740,2017-12-12T00:00:03,46.16783,-123.91435,0.0,0.0,511.0,GEORGE ALLEN,IMO7309613,WBT7376,1001,15,21.55,7.17,,
367033990,2017-12-12T00:00:03,32.72327,-117.22707,0.0,360.0,511.0,PRODUCER,,WDH9695,1012,0,18.9,6.4,,
369260000,2017-12-12T00:00:04,29.13317,-90.19359,0.0,137.7,162.0,GRACIE CANDIES,IMO9652208,WDG9022,1010,0,84.19,18.3,,
367754760,2017-12-12T00:00:06,27.92575,-82.44562,0.0,0.0,231.0,PARADISE ISLAND,IMO9752369,WDJ2048,1010,15,,,,
338143158,2017-12-12T00:00:05,34.24094,-77.95426,0.0,328.7,511.0,DREDGE BRUNSWICK,,,,3,82.3,,,
367551340,2017-12-12T00:00:04,40.69614,-74.14673,0.0,279.5,511.0,ALEX MCALLISTER,IMO8601159,WDG5889,1025,0,26.98,10.52,,
338224000,2017-12-12T00:00:05,47.60338,-122.34001,0.0,258.3,91.0,DOC MAYNARD,IMO8793316,WDI3125,1012,0,30.78,,,
366816410,2017-12-12T00:00:06,29.82217,-93.33857,0.0,194.4,511.0,BEAUREGARD,IMO8967498,WDA5093,1010,5,39.62,9.75,,
367561260,2017-12-12T00:00:06,29.10083,-89.97938,4.5,345.6,349.0,ELLA CLAIRE,IMO9702182,WDG6843,1010,0,37.6,10.36,,
368006670,2017-12-12T00:00:07,36.84095,-76.27208,0.0,38.4,19.0,BENSON GEORGE MORAN,IMO9824318,WDJ7434,,0,,,,
367030520,2017-12-12T00:00:09,34.49643,-90.59212,0.0,275.5,511.0,BIG DADDY,,WDC4779,1025,15,17.01,8,,
366999372,2017-12-12T00:00:09,34.80665,-87.62602,0.0,293.6,334.0,KENNETH EDDY,,AEAE,1018,15,,,,
367608470,2017-12-12T00:00:09,29.32387,-94.78364,0.0,310.5,311.0,SAN SALVADOR,,WDH3551,1025,0,26.52,,,
367517750,2017-12-12T00:00:10,30.06955,-93.34342,0.0,315.9,36.0,MARSHALL B BARNES,,WDG2645,1025,15,26.55,,,
367664870,2017-12-12T00:00:10,35.07910,-90.12998,0.0,308.6,511.0,JOY WEPFER,,WDH9126,1025,0,16.92,,,
338179782,2017-12-12T00:00:11,33.45828,-117.69585,0.0,318.7,511.0,ROYAL SLAM,,,1019,,10.52,,,
319070400,2017-12-12T00:00:12,41.48048,-71.31702,0.0,265.9,511.0,SUNLEIGH,,ZGEG6,,,,,,
367587920,2017-12-12T00:00:08,28.83235,-89.77911,0.1,259.9,101.0,HARVEY WAVE,IMO9700988,WDH2203,1010,0,61.37,14.64,,
367005480,2017-12-12T00:00:05,29.15006,-89.15316,0.0,296.0,511.0,CREOLE SHAWNEE,,WDC3301,1025,0,15.33,6.2,,52
367157580,2017-12-12T00:00:00,57.78590,-152.41057,0.5,280.4,511.0,POINT OMEGA,,WDD5390,1001,,20.51,6.7,,
339573000,2017-12-12T00:00:00,17.23458,-66.28484,13.0,124.2,122.0,TAKE 5,IMO8789535,6YTB4,1019,0,,,,
367327120,2017-12-12T00:00:00,41.28635,-70.09538,0.1,72.0,73.0,GAY HEAD,IMO8123418,WCY2060,1012,0,71.63,15.8,,
367458090,2017-12-12T00:00:00,33.99427,-88.50803,0.0,360.0,511.0,BARBARA LYNN,,WDJ3234,1025,15,14.9,6.4,,
367708860,2017-12-12T00:00:00,40.29938,-79.86812,4.5,156.6,511.0,MONONGAHELA,,WDI5468,1025,0,17.95,,,
538006709,2017-12-12T00:00:01,29.29003,-94.60525,11.2,141.1,144.0,SILVER ELLIE,IMO9692387,V7QK6,1024,0,183.06,,,
367472050,2017-12-12T00:00:02,33.46022,-117.69823,0.0,219.8,511.0,DESTINY,,WDF6231,1019,,19.6,5.5,,
366959080,2017-12-12T00:00:01,57.77779,-152.41277,0.0,352.2,511.0,JEANOAH,IMO8856508,WDB8474,1001,15,20.51,6.71,,
367060330,2017-12-12T00:00:00,46.30363,-124.04202,0.0,0.0,511.0,ANITA D,,WDI7169,1001,15,20.42,6.1,,
319022200,2017-12-12T00:00:01,26.11316,-80.10984,0.0,262.3,16.0,LA DOLCE VITA,,ZGCW6,1019,0,,,,37
367591250,2017-12-12T00:00:01,27.93333,-82.43420,0.0,316.4,288.0,PATRIOT,IMO9712046,WDG9802,1025,0,28.18,12.19,,
316003676,2017-12-12T00:00:00,49.10807,-123.29335,6.2,236.9,238.0,SEASPAN PACER,IMO6722325,VXSS,1025,0,29.04,7.9,,
367708360,2017-12-12T00:00:01,29.04470,-90.06782,3.1,237.0,511.0,ST VINCENT I,IMO8963985,WDI5420,1001,15,24.89,7.31,,
367628210,2017-12-12T00:00:00,30.26564,-91.32126,3.2,5.5,4.0,MARK-C,IMO7237456,WDH5469,1025,0,24.66,7.95,,
636015032,2017-12-12T00:00:03,54.62971,-166.30291,11.2,303.7,307.0,VENUS SPIRIT,IMO9505900,A8YD8,1004,0,183,30.2,,
367512870,2017-12-12T00:00:01,29.93666,-90.00208,0.0,101.3,304.0,CAPT TRACY L CHERAMI,,WDG2169,1025,0,26.55,,,
366701350,2017-12-12T00:00:03,32.83340,-79.92785,0.0,221.2,11.0,ROBERT,,WCV2718,1025,0,24.72,8.5,,
367512920,2017-12-12T00:00:01,29.76301,-95.11258,0.0,272.2,511.0,SANDPIPER,,WDG2173,1025,0,23.77,,,
316001252,2017-12-12T00:00:02,48.68901,-123.40945,0.0,42.2,242.0,QUEEN OF CUMBERLAND,IMO9009360,VG2029,1012,0,96,21.23,,
367340460,2017-12-12T00:00:03,27.82468,-97.43582,0.0,85.0,120.0,TRINA SMITH,,WDE3530,1025,0,26.15,9.8,,31
367787650,2017-12-12T00:00:03,29.93613,-90.32982,0.0,88.5,511.0,JUSTICE,,WDJ5437,1025,0,23.41,9.1,,52
477427500,2017-12-12T00:00:02,35.86547,-122.28722,12.2,325.0,324.0,COSCO BELGIUM,IMO9516404,VRLT8,1004,0,365.9,51.2,,
367594470,2017-12-12T00:00:02,29.78140,-95.09942,0.0,280.9,511.0,CAPT J W BANTA,,WDH2110,1025,15,23.99,,,
367687520,2017-12-12T00:00:03,41.65825,-88.05264,0.0,13.6,39.0,CHIPPEWA,,WDI3361,1025,0,22.56,,,
367593860,2017-12-12T00:00:04,41.22021,-73.96563,0.0,360.0,511.0,CHOCOLAT,,WDH2047,,,,,,
367785950,2017-12-12T00:00:04,29.56473,-90.73205,0.0,67.4,92.0,ROBERT M WHITE,,WDJ5263,1005,15,,,,
367768070,2017-12-12T00:00:04,30.04598,-90.47408,0.1,337.4,511.0,ROGER D,,WDJ3448,1025,0,21.95,9.1,,
316003289,2017-12-12T00:00:03,49.14410,-123.87169,0.0,149.3,192.0,PRINCESS SUPERIOR,IMO7343669,CZ4348,1004,15,117.9,20.2,,
367361740,2017-12-12T00:00:03,30.36317,-91.24443,3.3,10.0,23.0,RICHARD,,WDF2374,1025,12,29.05,9.1,,
365945334,2017-12-12T00:00:05,41.12898,-73.09857,3.0,235.0,511.0,BUCHANAN 1,IMO1048577,WDC2493,52,15,0,0,10.0,52
367044560,2017-12-12T00:00:05,33.76263,-118.26575,0.0,308.1,511.0,PHINEAS BANNING,,WCT8646,,15,15.76,4.7,,
319001400,2017-12-12T00:00:05,26.74888,-80.04894,0.0,240.6,178.0,AQUAVITA,IMO9548809,ZCYD7,1019,0,49.94,9.31,,
368005880,2017-12-12T00:00:06,29.95994,-90.29091,6.3,234.4,511.0,LOUISIANA STRONG,,WDJ7352,,15,,,,
366980220,2017-12-12T00:00:06,49.29973,-122.88171,0.0,274.6,511.0,ALYSSA ANN,IMO7939078,WBG4515,1025,0,29.14,8.23,,
367711830,2017-12-12T00:00:07,31.10034,-87.96539,2.7,30.5,32.0,AMERICAN COURAGE,,WDI5758,1025,12,22.86,,,
367047270,2017-12-12T00:00:06,46.15682,-123.06212,6.0,114.2,112.0,LIBERTY,,WDC5845,1025,0,31.61,10.4,,31
367679030,2017-12-12T00:00:07,30.52349,-91.73339,0.0,273.8,511.0,INEZ CENAC,,WDI2520,1025,0,21.06,,,
367292000,2017-12-12T00:00:07,25.97791,-80.01774,4.6,6.4,511.0,CG CONFIDENCE,,NHKW,1018,3,64.31,10.36,,
367596750,2017-12-12T00:00:07,27.81310,-97.22547,10.7,259.7,260.0,ZEUS,IMO9660968,WDH2353,1025,0,24.38,11.7,,
367080390,2017-12-12T00:00:07,31.11583,-87.95028,4.5,42.2,38.0,KEN T SMITH,,WDC8014,1025,0,29.57,10.4,,
368002250,2017-12-12T00:00:08,34.26432,-91.91332,5.1,345.9,511.0,DAVID CHOATE,,WDJ6998,1025,15,,,,
367108750,2017-12-12T00:00:08,30.03847,-90.67878,0.0,360.0,511.0,IAN K,,WCW6783,1012,0,15.24,5.8,,
367749970,2017-12-12T00:00:08,29.94210,-90.36615,0.1,293.2,511.0,LOUISIANA PARADISE,,WDI9569,1025,0,,,,
367350170,2017-12-12T00:00:09,29.72948,-95.13747,0.0,334.4,297.0,CAPT JACK GREEN,,WDE4207,1025,0,22.86,9.1,,31
367587190,2017-12-12T00:00:00,26.00944,-97.27028,5.7,238.6,511.0,BROWN WATER XI,,WDG9382,1025,0,16.82,7.3,,
367313850,2017-12-12T00:00:00,39.85803,-75.29420,0.0,360.0,511.0,CALCASIEU RIVER,,WDD9615,1012,15,11.83,4.3,,
367688340,2017-12-12T00:00:00,40.43615,-80.00756,0.0,360.0,511.0,THREE RIVERS QUEEN,,WDI3440,1012,15,26.73,9.1,,
366917530,2017-12-12T00:00:00,41.63332,-70.90690,0.1,70.0,266.0,SANKATY,IMO8108030,WCE6015,1012,0,71.63,15.85,,
366986220,2017-12-12T00:00:01,36.35670,-75.72829,6.9,164.1,511.0,CHRISMAR,IMO7733034,WDB9995,1001,,22.19,7.04,,
366999701,2017-12-12T00:00:00,28.41585,-80.62222,0.0,330.8,511.0,CG MORAY,,NJPZ,1018,0,26.52,5.79,,
366990040,2017-12-12T00:00:00,29.96248,-92.74506,0.0,291.0,280.0,KACIE LUHR,,WDC2252,1025,0,23.16,10.7,,31
369629000,2017-12-12T00:00:01,21.30941,-157.86996,0.0,360.0,511.0,MAJESTIC,IMO8986016,WDI7186,1012,0,45.11,9.14,,
366999508,2017-12-12T00:00:00,27.81091,-97.29637,8.9,270.2,267.0,CG MALLET,,NJEB,1018,5,22.86,6.71,,
367583480,2017-12-12T00:00:01,30.07984,-93.28093,5.9,297.1,297.0,MARY ROBERTS,,WDG9020,1025,0,26.15,9.8,,
368549000,2017-12-12T00:00:01,30.32344,-81.62622,0.0,262.4,511.0,SIGNET LIGHTNING,IMO8969305,WDH4885,1025,0,37.85,12.19,,
367638240,2017-12-12T00:00:01,39.62488,-91.23675,6.8,133.0,511.0,DAVID L FIELDS,,WDH6464,1025,0,40.87,14.6,,32
367692910,2017-12-12T00:00:01,40.80024,-91.09788,0.0,360.0,511.0,BURLINGTON,,WDI3883,1025,0,17.07,,,
367590860,2017-12-12T00:00:01,32.83346,-79.94279,0.0,196.0,248.0,SUN CHIEF,IMO8971566,WDG9758,1025,0,19.51,,,
367653030,2017-12-12T00:00:00,29.83300,-91.82467,3.2,112.5,105.0,NATIVE DANCER,,WDH7934,1025,0,23.16,9.1,,
351257000,2017-12-12T00:00:01,34.26818,-120.11209,12.4,285.6,283.0,DEVON BAY,IMO9622849,3FBE5,1004,0,189.99,32.25,,
367349170,2017-12-12T00:00:02,40.54080,-74.25399,0.0,294.5,511.0,EASTERN DAWN,,WDE4132,1025,15,15.7,6.7,,
367481590,2017-12-12T00:00:02,38.18524,-90.33041,4.4,141.5,511.0,ERNIE T WELLHAUSEN,,WDF7150,1025,15,19.81,7.9,,
367685950,2017-12-12T00:00:02,29.91465,-90.07724,0.0,243.8,247.0,CATHERINE MAUREEN,,WDI3210,1025,15,29.26,,,
338206593,2017-12-12T00:00:02,38.53860,-90.25593,0.0,7.0,511.0,WENDY ANN,,,1025,0,21.24,,,
316014060,2017-12-12T00:00:02,43.81850,-77.01900,14.5,248.0,248.0,ALGOMA STRONGFIELD,IMO9613953,CFG8305,1004,0,225.55,,,
367155810,2017-12-12T00:00:03,30.17798,-88.31594,2.8,273.4,511.0,OUR MOTHER,IMO8940426,WDD5260,1001,15,27.43,7.92,,
367010420,2017-12-12T00:00:03,41.25723,-72.03090,0.0,234.8,50.0,RACE POINT,,WDI5671,1012,0,49.38,10.1,,
367582980,2017-12-12T00:00:03,40.57991,-80.23519,0.0,360.0,511.0,DUQUESNE,,WDG8973,1025,0,18.93,4.9,,
367517960,2017-12-12T00:00:02,29.86328,-89.97697,8.7,192.3,511.0,MISS RACHEL,,WDG2665,1025,0,18.29,6.1,,
366715730,2017-12-12T00:00:04,40.68212,-74.01128,0.3,230.5,511.0,QUEEN OF HEARTS,,WDJ7357,1012,0,27.43,9.8,,
538006556,2017-12-12T00:00:03,46.37644,-125.02218,13.4,105.5,109.0,SEA RISING,IMO9642526,V7OK8,1004,0,225,32.26,,
367011410,2017-12-12T00:00:05,59.60560,-151.42552,0.0,0.0,511.0,KUSTATAN,IMO8856510,WAJ6882,1001,0,26.76,8.53,,
338199855,2017-12-12T00:00:05,21.31329,-157.86715,0.0,360.0,511.0,AHUA POINT,,,1013,0,,,,
367653490,2017-12-12T00:00:05,24.56068,-81.72268,0.1,11.6,511.0,CHRISTI C,,WDH7980,1025,15,20.12,,,
367729530,2017-12-12T00:00:05,38.40064,-82.56024,0.0,360.0,511.0,RAVEN,,WDI7520,1025,7,15.85,,,
367001510,2017-12-12T00:00:06,29.94010,-90.35582,0.0,293.4,511.0,PEARL C EYMARD,,WDC3017,1025,15,16,6.7,,
367006810,2017-12-12T00:00:05,30.38762,-91.21668,0.0,293.4,511.0,MIKE MCCASKILL,,WDC3367,1025,15,14.9,6.7,,
366977850,2017-12-12T00:00:05,33.73415,-118.26345,0.0,43.8,511.0,GLADYS S,,WDB9526,1012,0,27.43,6.4,,
366995980,2017-12-12T00:00:07,29.97219,-93.84488,0.0,88.4,511.0,CITY OF FREEPORT,,WDC2648,1025,0,20.57,8.5,,57
369284000,2017-12-12T00:00:07,29.13931,-93.80007,12.5,99.9,98.0,SEACOR MARLIN,IMO9823601,WDJ6273,1010,0,67.36,14.7,,
357977000,2017-12-12T00:00:03,38.14757,-121.69037,10.6,11.9,14.0,RISING SUN,IMO9700574,3ERF8,1004,0,179.99,28.2,,
366896060,2017-12-12T00:00:04,29.72052,-93.86512,0.0,272.5,239.0,SABINE BANK PILOT,,WDB4218,1005,0,21.64,5.2,,
367019860,2017-12-12T00:00:04,29.35531,-90.24993,0.0,360.0,511.0,LIA JANE,IMO8660507,WDC4148,1001,2,26.91,7.9,,
367577390,2017-12-12T00:00:04,27.85442,-97.23779,0.7,118.6,511.0,SIGNET MAGIC,IMO9706853,WDG8427,1025,0,24.38,10.97,,
366813530,2017-12-12T00:00:04,34.24450,-119.26494,0.0,0.0,511.0,ISLANDER,,WDA4825,1012,0,19.72,7.2,,
316001803,2017-12-12T00:00:04,43.42542,-78.66265,10.8,72.7,74.0,CAPT HENRY JACKMAN,IMO8006323,VCTV,1004,0,222.5,23.22,,
538005124,2017-12-12T00:00:03,28.62210,-87.98455,0.0,281.3,315.0,DEEPWATER PROTEUS,IMO9675171,V7BE3,1007,3,238,,,
367504980,2017-12-12T00:00:04,29.75002,-95.10627,0.0,240.3,320.0,SID MOLLER,,WDF9421,1025,0,26.15,9.8,,
367597230,2017-12-12T00:00:04,40.74061,-74.01243,0.0,223.6,275.0,FDNY 343,,WDH2404,1018,15,38.07,,,
367685540,2017-12-12T00:00:05,38.42524,-82.59597,3.9,148.6,511.0,WILLIAM B,,WDI3157,1025,0,16.09,,,
367421230,2017-12-12T00:00:09,57.04402,-135.28522,0.0,181.3,511.0,ST RUFINA,,WDE9783,1012,15,23.56,8.1,,
